Democrat Strength Rating,State,State Abbreviation,CD#,2018 Cook PVI Score,2018 Winner,Party,flipped_seat,Dem Votes,GOP Votes,Other Votes,Dem %,GOP %,Other %,Dem Margin,2016 Clinton Margin,Swing vs. 2016 Prez,2016 Total Votes Cast,Raw Votes vs. 2016,Final?,2012 Winner,2016 winner,Pre-Election Rating,PVI Performance,Hold/ Flip,Clinton Vote Share,Trump Vote Share,Obama 2012,Romney 2012,Obama 2008,McCain 2008,2016-2012,2016-2008,2012-2008,City Lab Congressional Index,,Type of District,dense_suburban,pure_urban,pure_urban,rural_suburban_mix,sparse_suburban,urban_suburban_mix,flipped_seat,,,,,
404,Kentucky,KY,1,-23,James Comer,R,,"78,849","172,167",0,31.40%,68.60%,0.00%,-37.20%,-48.50%,11.30%,"310,384",80.90%,x,Romney,Trump,Solid R,14.2,R Hold,23.9,72.4,32.1,66.4,36.9,61.6,8.2,13,4.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
232,Maine,ME,2,-2,Jared Golden,D,1,"142,440","138,931",0,50.60%,49.40%,0.00%,1.20%,-10.30%,11.50%,"353,416",79.60%,x,Obama ,Trump,Lean D,3.2,D Flip,41.1,51.4,53,44.4,54.6,43.4,11.9,13.5,1.6,Pure rural,,0,0,1,0,0,0,0,,,,,,
146,Maine,ME,1,8,Chellie Pingree,D,,"201,195","111,188","29,670",58.80%,32.50%,8.70%,26.30%,14.80%,11.50%,"394,329",86.70%,x,Obama ,Clinton,Solid D,18.3,D Hold,54.1,39.3,59.6,38.2,60.7,37.5,5.5,6.6,1.1,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
251,California,CA,50,-11,Duncan Hunter,R,,"125,448","134,362",0,48.30%,51.70%,0.00%,-3.40%,-15.00%,11.60%,"292,878",88.70%,x,Romney,Trump,Likely R,7.6,R Hold,39.6,54.6,37.6,60.4,39,58,2,0.6,1.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
140,New Jersey,NJ,6,9,Frank Pallone,D,,"140,752","80,443",0,63.60%,36.40%,0.00%,27.30%,15.60%,11.70%,"289,650",76.40%,x,Obama ,Clinton,Solid D,18.3,D Hold,56.2,40.6,61.4,37.4,58.4,40.5,5.2,2.2,3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
237,North Carolina,NC,9,-8,Undecided,R,,"138,341","139,246","5,130",48.90%,49.30%,1.80%,-0.30%,-12.00%,11.70%,"347,478",81.40%,,Romney,Trump,Toss Up,7.7,R Hold,42.8,54.4,43.8,55.4,45.2,54,1,2.4,1.4,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
154,Washington,WA,10,5,Denny Heck,D,,"166,215","103,860",0,61.50%,38.50%,0.00%,23.10%,11.30%,11.80%,"294,847",91.60%,x,Obama ,Clinton,Solid D,18.1,D Hold,51.3,39.9,56.3,41.1,57.2,41,5,5.9,0.9,Dense suburban,,0,1,0,0,0,0,0,,,,,,
171,New York,NY,3,1,Tom Suozzi,D,,"157,456","109,514",0,59.00%,41.00%,0.00%,18.00%,6.10%,11.90%,"348,146",76.70%,x,Obama ,Clinton,Solid D,17,D Hold,51.6,45.5,50.8,48.2,54,46,0.8,2.4,3.2,Dense suburban,,0,1,0,0,0,0,0,,,,,,
93,Texas,TX,35,15,Lloyd Doggett,D,,"138,278","50,553","5,236",71.30%,26.00%,2.70%,45.20%,33.30%,11.90%,"202,033",96.10%,x,Obama ,Clinton,Solid D,30.2,D Hold,64.1,30.5,63,34.6,63,35,1.1,1.1,0,Dense suburban,,0,1,0,0,0,0,0,,,,,,
212,New York,NY,19,-2,Antonio Delgado,D,1,"147,873","132,873","7,148",51.40%,46.20%,2.50%,5.20%,-6.80%,12.00%,"322,826",89.20%,x,Obama ,Trump,Lean D,7.2,D Flip,44,50.8,52.1,45.9,53,45,8.1,9,0.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
226,New Mexico,NM,2,-6,Xochitl Torres Small,D,1,"101,489","97,767",0,50.90%,49.10%,0.00%,1.90%,-10.20%,12.10%,"234,090",85.10%,x,Romney,Trump,Toss Up,7.9,D Flip,39.9,50.1,44.9,51.7,48.4,50.2,5,8.5,3.5,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
178,Florida,FL,13,2,Charlie Crist,D,,"182,717","134,254",0,57.60%,42.40%,0.00%,15.30%,3.20%,12.10%,"360,760",87.90%,x,Obama ,Clinton,Solid D,13.3,D Hold,49.6,46.4,54.6,43.9,55.5,43,5,5.9,0.9,Dense suburban,,0,1,0,0,0,0,0,,,,,,
319,Ohio,OH,7,-12,Bob Gibbs,R,,"107,536","153,117",0,41.30%,58.70%,0.00%,-17.50%,-29.60%,12.10%,"329,676",79.10%,x,Romney,Trump,Solid R,5.5,R Hold,32.8,62.5,44.2,53.7,46.9,50.9,11.4,14.1,2.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
249,Kentucky,KY,6,-9,Andy Barr,R,,"144,736","154,468","3,684",47.80%,51.00%,1.20%,-3.20%,-15.30%,12.10%,"333,174",90.90%,x,Romney,Trump,Toss Up,5.8,R Hold,39.4,54.7,42.2,55.8,44.8,53.7,2.8,5.4,2.6,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
204,New Jersey,NJ,2,-1,Jeff Van Drew,D,,"136,685","116,866","4,812",52.90%,45.20%,1.90%,7.70%,-4.60%,12.30%,"321,018",80.50%,x,Obama ,Trump,Solid D,8.7,D Flip,46,50.6,53.5,45.4,53.2,45.5,7.5,7.2,0.3,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
368,West Virginia,WV,1,-19,David McKinley,R,,"70,217","127,997",0,35.40%,64.60%,0.00%,-29.20%,-41.60%,12.40%,"243,894",81.30%,x,Romney,Trump,Solid R,10.2,R Hold,26.4,68,35.5,62.2,41.5,56.7,9.1,15.1,6,Pure rural,,0,0,1,0,0,0,0,,,,,,
389,Wyoming,WY,1,-25,Liz Cheney,R,,"59,903","127,963","13,379",29.80%,63.60%,6.60%,-33.80%,-46.30%,12.50%,"255,849",78.70%,x,Romney,Trump,Solid R,8.8,R Hold,22.5,70.1,28,69.2,32.7,65.2,5.5,10.2,4.7,Pure rural,,0,0,1,0,0,0,0,,,,,,
193,New York,NY,18,-1,Sean Patrick Maloney,D,,"139,564","112,035",0,55.50%,44.50%,0.00%,10.90%,-2.00%,12.90%,"312,199",80.60%,x,Obama ,Trump,Solid D,11.9,D Hold,47.1,49,51.4,47.1,52,47,4.3,4.9,0.6,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
149,Colorado,CO,7,6,Ed Perlmutter,D,,"204,260","119,734","14,073",60.40%,35.40%,4.20%,25.00%,12.10%,12.90%,"371,934",90.90%,x,Obama ,Clinton,Solid D,19,D Hold,51.4,39.4,56.1,41.3,57.4,40.7,4.7,6,1.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
104,Michigan,MI,12,14,Debbie Dingell,D,,"200,588","85,115","8,925",68.10%,28.90%,3.00%,39.20%,26.20%,13.00%,"340,042",86.60%,x,Obama ,Clinton,Solid D,25.2,D Hold,60.8,34.5,66.2,32.8,66.9,31.4,5.4,6.1,0.7,Dense suburban,,0,1,0,0,0,0,0,,,,,,
157,New York,NY,4,4,Kathleen Rice,D,,"159,535","100,571",0,61.30%,38.70%,0.00%,22.70%,9.50%,13.20%,"339,434",76.60%,x,Obama ,Clinton,Solid D,18.7,D Hold,53.4,43.8,56.3,42.8,55,44,2.9,1.6,1.3,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
314,Pennsylvania,PA,14,-14,Guy Reschenthaler,R,,"110,051","151,386",0,42.10%,57.90%,0.00%,-15.80%,-29.00%,13.20%,"333,028",78.50%,x,Romney,Trump,Solid R,1.8,R Flip,33.9,62.9,40.6,58.3,44.7,54.2,6.7,10.8,4.1,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
283,Indiana,IN,2,-11,Jackie Walorski,R,,"103,363","125,499",27,45.20%,54.80%,0.00%,-9.70%,-23.00%,13.30%,"277,734",82.40%,x,Romney,Trump,Solid R,1.3,R Hold,36.1,59.3,42.1,56.1,49.6,49.3,6,13.5,7.5,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
114,Ohio,OH,9,14,Marcy Kaptur,D,,"157,219","74,670",48,67.80%,32.20%,0.00%,35.60%,22.20%,13.40%,"301,656",76.90%,x,Obama ,Clinton,Solid D,21.6,D Hold,58.7,36.5,67.6,30.9,66.8,31.6,8.9,8.1,0.8,Dense suburban,,0,1,0,0,0,0,0,,,,,,
132,Connecticut,CT,3,9,Rosa DeLauro,D,,"174,572","95,667",0,64.60%,35.40%,0.00%,29.20%,15.50%,13.70%,"322,281",83.90%,x,Obama ,Clinton,Solid R,20.2,D Hold,55.9,40.4,62.6,36.3,62.6,36.2,6.7,6.7,0,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
301,Indiana,IN,9,-13,Trey Hollingsworth,R,,"118,090","153,271",0,43.50%,56.50%,0.00%,-13.00%,-26.80%,13.80%,"326,098",83.20%,x,Romney,Trump,Likely R,0,R Hold,34.2,61.1,40.7,57.2,46.2,52.7,6.5,12,5.5,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
230,South Carolina,SC,1,-10,Joe Cunningham,D,1,"145,455","141,473",505,50.60%,49.20%,0.20%,1.40%,-12.70%,14.10%,"336,570",85.40%,x,Romney,Trump,Likely R,11.4,D Flip,40.4,53.5,40.2,58.3,42.7,56.1,0.2,2.3,2.5,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
116,Maryland,MD,2,11,Dutch Ruppersberger,D,,"167,201","77,782","8,319",66.00%,30.70%,3.30%,35.30%,21.00%,14.30%,"313,406",80.80%,x,Obama ,Clinton,Solid D,24.3,D Hold,60.1,35.7,63.1,35,60.6,37.5,3,0.5,2.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
240,Minnesota,MN,1,-5,Jim Hagedorn,R,,"144,885","146,200",576,49.70%,50.10%,0.20%,-0.50%,-14.80%,14.30%,"343,735",84.90%,x,Obama ,Trump,Toss Up,4.5,R Flip,38.4,53.3,49.6,48.2,50.8,46.7,11.2,12.4,1.2,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
332,Pennsylvania,PA,9,-14,Dan Meuser,R,,"100,204","148,723",0,40.30%,59.70%,0.00%,-19.50%,-34.00%,14.50%,"315,463",78.90%,x,Romney,Trump,Solid R,5.5,R Hold,31,65,41.2,57.2,45.6,53,10.2,14.6,4.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
182,New Jersey,NJ,5,-3,Josh Gottheimer,D,,"169,546","128,255","4,022",56.20%,42.50%,1.30%,13.70%,-1.10%,14.80%,"364,545",82.80%,x,Romney,Trump,Solid D,16.7,D Hold,47.7,48.8,47.9,50.9,48.5,50.5,0.2,0.8,0.6,Dense suburban,,0,1,0,0,0,0,0,,,,,,
187,Pennsylvania,PA,17,-3,Conor Lamb,D,,"183,162","142,417",0,56.30%,43.70%,0.00%,12.50%,-2.50%,15.00%,"380,743",85.50%,x,Obama ,Trump,Solid D,15.5,D Flip,46.8,49.4,47.2,51.7,48.6,50.5,0.4,1.8,1.4,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
179,Oregon,OR,4,0,Peter DeFazio,D,,"208,710","152,414","11,769",56.00%,40.90%,3.20%,15.10%,0.10%,15.00%,"406,334",91.80%,x,Obama ,Clinton,Solid D,15.1,D Hold,46.1,46,51.7,45,54.2,42.7,5.6,8.1,2.5,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
229,Oklahoma,OK,5,-10,Kendra Horn,D,1,"121,149","117,811",0,50.70%,49.30%,0.00%,1.40%,-13.70%,15.10%,"280,761",85.10%,x,Romney,Trump,Likely R,11.4,D Flip,39.8,53.2,40.8,59.2,40.8,59.2,1,1,0,Dense suburban,,0,1,0,0,0,0,0,,,,,,
155,Michigan,MI,9,4,Andy Levin,D,,"181,734","112,123","10,706",59.70%,36.80%,3.50%,22.90%,7.70%,15.20%,"355,063",85.80%,x,Obama ,Clinton,Solid D,18.9,D Hold,51.5,43.7,57.2,41.9,58.1,40.1,5.7,6.6,0.9,Dense suburban,,0,1,0,0,0,0,0,,,,,,
395,Oklahoma,OK,2,-24,Markwayne Mullin,R,,"65,021","140,451","10,530",30.10%,65.00%,4.90%,-34.90%,-50.10%,15.20%,"271,844",79.50%,x,Romney,Trump,Solid R,10.9,R Hold,22.8,72.9,32.2,67.8,34.3,65.7,9.4,11.5,2.1,Pure rural,,0,0,1,0,0,0,0,,,,,,
136,Washington,WA,6,6,Derek Kilmer,D,,"206,409","116,677",0,63.90%,36.10%,0.00%,27.80%,12.40%,15.40%,"333,450",96.90%,x,Obama ,Clinton,Solid D,21.8,D Hold,51.8,39.5,56.1,41.2,57,40.9,4.3,5.2,0.9,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
117,Massachusetts,MA,2,9,Jim McGovern,D,,"191,332","93,391",170,67.20%,32.80%,0.10%,34.40%,19.00%,15.40%,"357,395",79.70%,x,Obama ,Clinton,Solid D,25.4,D Hold,56.2,36.8,58.7,39.2,60.4,37.5,2.5,4.2,1.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
181,New Jersey,NJ,11,-3,Mikie Sherrill,D,,"183,684","136,322","3,568",56.80%,42.10%,1.10%,14.60%,-0.90%,15.50%,"380,521",85.00%,x,Romney,Trump,Likely D,17.6,D Flip,47.9,48.8,46.6,52.4,47,52.1,1.3,0.9,0.4,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
161,Ohio,OH,13,7,Tim Ryan,D,,"153,323","98,047",0,61.00%,39.00%,0.00%,22.00%,6.50%,15.50%,"319,864",78.60%,x,Obama ,Clinton,Solid D,15,D Hold,51.1,44.6,62.9,35.4,62.3,35.8,11.8,11.2,0.6,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
256,Pennsylvania,PA,16,-8,Mike Kelly,R,,"124,109","135,348","2,939",47.30%,51.60%,1.10%,-4.30%,-19.90%,15.60%,"323,079",81.20%,x,Romney,Trump,Likely R,3.7,R Hold,37.9,57.9,46.9,51.7,49.6,49,9,11.7,2.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
259,Montana,MT,1,-11,Greg Gianforte,R,,"233,284","256,661","14,476",46.20%,50.90%,2.90%,-4.60%,-20.40%,15.80%,"497,119",101.50%,x,Romney,Trump,Likely R,6.4,R Hold,35.9,56.5,41.7,55.4,47.3,49.5,5.8,11.4,5.6,Pure rural,,0,0,1,0,0,0,0,,,,,,
209,New York,NY,11,-3,Max Rose,D,1,"101,823","89,441",774,53.00%,46.60%,0.40%,6.40%,-9.80%,16.20%,"250,083",76.80%,x,Obama ,Trump,Likely R,9.4,D Flip,43.8,53.6,51.6,47.3,48,51,7.8,4.2,3.6,Pure urban,,0,0,0,0,0,0,0,,,,,,
118,Massachusetts,MA,6,6,Seth Moulton,D,,"217,703","104,798","11,474",65.20%,31.40%,3.40%,33.80%,17.60%,16.20%,"407,896",81.90%,x,Obama ,Clinton,Solid D,27.8,D Hold,56.1,38.2,54.7,43.9,56.9,41.4,1.4,0.8,2.2,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
189,Iowa,IA,2,1,Dave Loebsack,D,,"171,446","133,287","8,180",54.80%,42.60%,2.60%,12.20%,-4.10%,16.30%,"384,495",81.40%,x,Obama ,Trump,Solid D,11.2,D Hold,45,49.1,55.8,42.7,57.1,41.6,10.8,12.1,1.3,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
95,Vermont,VT,1,15,Peter Welch,D,,"188,547","70,705","13,199",69.20%,26.00%,4.80%,43.30%,26.40%,16.90%,"315,077",86.50%,x,Obama ,Clinton,Solid D,28.3,D Hold,56.7,30.3,67,31.2,67.8,30.6,10.3,11.1,0.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
122,New Mexico,NM,3,8,Ben R. Lujan,D,,"155,201","76,427","13,265",63.40%,31.20%,5.40%,32.20%,15.20%,17.00%,"279,058",87.80%,x,Obama ,Clinton,Solid D,24.2,D Hold,51.8,36.7,57.5,38.7,61.2,37.5,5.7,9.4,3.7,Pure rural,,0,0,1,0,0,0,0,,,,,,
227,New York,NY,22,-6,Anthony Brindisi,D,1,"127,715","123,242",0,50.90%,49.10%,0.00%,1.80%,-15.30%,17.10%,"293,033",85.60%,x,Romney,Trump,Lean D,7.8,D Flip,39.3,54.8,48.8,49.2,49,49,9.5,9.7,0.2,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
133,Delaware,DE,1,6,Lisa Blunt Rochester,D,,"227,353","125,384",0,64.50%,35.50%,0.00%,28.90%,11.40%,17.50%,"442,997",79.60%,x,Obama ,Clinton,Solid D,22.9,D Hold,53.4,41.9,58.6,40,61.9,36.9,5.2,8.5,3.3,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
113,Tennessee,TN,5,7,Jim Cooper,D,,"177,923","84,317",8,67.80%,32.20%,0.00%,35.70%,18.20%,17.50%,"279,441",93.80%,x,Obama ,Clinton,Solid D,28.7,D Hold,56.5,38.2,55.9,42.5,57.5,41.3,0.6,1,1.6,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
81,Hawaii,HI,1,17,Ed Case,D,,"134,650","42,498","7,063",73.10%,23.10%,3.80%,50.00%,32.50%,17.50%,"209,300",88.00%,x,Obama ,Clinton,Solid D,33,D Hold,63.1,30.5,69.7,29,70.3,28.3,6.6,7.2,0.6,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
242,Kansas,KS,2,-10,Steve Watkins,R,,"123,859","126,098","14,731",46.80%,47.60%,5.60%,-0.80%,-18.30%,17.50%,"296,810",89.20%,x,Romney,Trump,Lean D,9.2,R Hold,37.4,55.8,42.2,55.4,45.3,52.8,4.8,7.9,3.1,Pure rural,,0,0,1,0,0,0,0,,,,,,
129,Indiana,IN,1,8,Peter Visclosky,D,,"159,611","85,594",4,65.10%,34.90%,0.00%,30.20%,12.50%,17.70%,"301,431",81.30%,x,Obama ,Clinton,Solid D,22.2,D Hold,54.1,41.5,61.2,37.4,63.3,35.8,7.1,9.2,2.1,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
198,Pennsylvania,PA,8,-1,Matt Cartwright,D,,"135,603","112,563",0,54.60%,45.40%,0.00%,9.30%,-9.50%,18.80%,"310,154",80.00%,x,Obama ,Trump,Solid D,10.3,D Hold,43.7,53.3,55.3,43.4,56.7,42.3,11.6,13,1.4,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
153,Michigan,MI,5,5,Daniel Kildee,D,,"164,502","99,265","12,646",59.50%,35.90%,4.60%,23.60%,4.30%,19.30%,"327,971",84.30%,x,Obama ,Clinton,Solid D,18.6,D Hold,49.7,45.5,60.7,38.3,63,35.3,11,13.3,2.3,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
121,New York,NY,20,7,Paul Tonko,D,,"176,811","89,058",0,66.50%,33.50%,0.00%,33.00%,13.30%,19.70%,"329,220",80.80%,x,Obama ,Clinton,Solid D,26,D Hold,54,40.5,59.2,38.8,58,40,5.2,4,1.2,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
141,Rhode Island,RI,2,6,Jim Langevin,D,,"126,476","72,271",450,63.50%,36.30%,0.20%,27.20%,6.80%,20.40%,"243,211",81.90%,x,Obama ,Clinton,Solid D,21.2,D Hold,51.1,44,59.8,38.3,59.9,38.3,8.7,8.8,0.1,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
67,Hawaii,HI,2,19,Tulsi Gabbard,D,,"153,271","44,850",0,77.40%,22.60%,0.00%,54.70%,31.80%,22.90%,"219,637",90.20%,x,Obama ,Clinton,Solid D,35.7,D Hold,61.4,29.6,71.4,26.7,73.4,24.9,10,12,2,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
165,Wisconsin,WI,3,0,Ron Kind,D,,"187,888","126,980",0,59.70%,40.30%,0.00%,19.30%,-4.50%,23.80%,"363,271",86.70%,x,Obama ,Trump,Solid D,19.3,D Hold,44.8,49.3,54.8,43.8,59.4,39.1,10,14.6,4.6,Pure rural,,0,0,1,0,0,0,0,,,,,,
143,Connecticut,CT,2,3,Joe Courtney,D,,"179,731","102,483","6,900",62.20%,35.40%,2.40%,26.70%,2.90%,23.80%,"341,409",84.70%,x,Obama ,Clinton,Solid D,23.7,D Hold,48.7,45.8,55.9,42.6,58.6,40,7.2,9.9,2.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
250,Iowa,IA,4,-11,Steve King,R,,"147,246","157,676","8,329",47.00%,50.30%,2.70%,-3.30%,-27.10%,23.80%,"383,739",81.60%,x,Romney,Trump,Likely R,7.7,R Hold,33.5,60.9,45.3,53.4,48.5,50.2,11.8,15,3.2,Pure rural,,0,0,1,0,0,0,0,,,,,,
238,New York,NY,27,-11,Chris Collins,R,,"139,059","140,146","5,973",48.80%,49.10%,2.10%,-0.40%,-24.30%,23.90%,"348,933",81.70%,x,Romney,Trump,Likely R,10.6,R Hold,35.2,59.7,42.9,55.3,44,54,7.7,8.8,1.1,Pure rural,,0,0,1,0,0,0,0,,,,,,
150,Illinois,IL,17,3,Cheri Bustos,D,,"142,659","87,090",0,62.10%,37.90%,0.00%,24.20%,-0.70%,24.90%,"283,713",81.00%,x,Obama ,Trump,Solid D,21.2,D Hold,46.7,47.4,57.6,40.6,60,38.5,10.9,13.3,2.4,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
291,West Virginia,WV,2,-17,Alex Mooney,R,,"88,011","110,504","6,277",43.00%,54.00%,3.10%,-11.00%,-36.40%,25.40%,"250,267",81.80%,x,Romney,Trump,Solid R,6,R Hold,29.4,65.8,38,60,43.9,54.7,8.6,14.5,5.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
90,New York,NY,26,11,Brian Higgins,D,,"169,166","61,488",5,73.30%,26.70%,0.00%,46.70%,19.60%,27.10%,"305,135",75.60%,x,Obama ,Clinton,Solid D,35.7,D Hold,57.6,38,63.9,34.3,63,35,6.3,5.4,0.9,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
87,Illinois,IL,3,6,Dan Lipinski,D,,"163,053","57,885","2,396",73.00%,25.90%,1.10%,47.10%,15.40%,31.70%,"286,582",77.90%,x,Obama ,Clinton,Solid D,41.1,D Hold,55.2,39.9,55.9,42.6,58.3,40.4,0.7,3.1,2.4,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
219,Minnesota,MN,7,-12,Collin Peterson,D,0,"146,672","134,668",169,52.10%,47.80%,0.10%,4.30%,-30.50%,34.80%,"339,286",83.00%,x,Romney,Trump,Likely D,16.3,D Hold,31,61.8,44.1,53.9,47.1,50.4,13.1,16.1,3,Pure rural,,0,0,1,0,0,0,0,,,,,,
300,West Virginia,WV,3,-23,Carol Miller,R,,"76,340","98,645",0,43.60%,56.40%,0.00%,-12.70%,-49.30%,36.60%,"218,890",79.90%,x,Romney,Trump,Solid R,10.3,R Hold,23.3,72.5,32.8,65,42.3,55.7,9.5,19,9.5,Pure rural,,0,0,1,0,0,0,0,,,,,,
48,Washington,WA,2,10,Rick Larsen,D,,"210,187",0,"84,646",71.30%,0.00%,28.70%,71.30%,22.10%,N/A,"327,533",90.00%,x,Obama ,Clinton,Solid D,61.3,D Hold,56.9,34.8,59.2,38,60.5,37.6,2.3,3.6,1.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
47,Mississippi,MS,2,14,Bennie Thompson,D,,"158,921",0,"62,458",71.80%,0.00%,28.20%,71.80%,28.40%,N/A,"291,419",76.00%,x,Obama ,Clinton,Solid D,57.8,D Hold,63.6,35.1,66.4,33,64.2,35.2,2.8,0.6,2.2,Pure rural,,0,0,1,0,0,0,0,,,,,,
46,California,CA,34,35,Jimmy Gomez,D,,"110,195",0,"41,711",72.50%,0.00%,27.50%,72.50%,72.80%,N/A,"184,601",82.30%,x,Obama ,Clinton,Solid D,37.5,D Hold,83.6,10.7,83,14.1,77,19,0.6,6.6,6,Pure urban,,0,0,0,0,0,0,0,,,,,,
41,California,CA,40,33,Lucille Roybal-Allard,D,,"93,938",0,"27,511",77.30%,0.00%,22.70%,77.30%,69.50%,N/A,"164,714",73.70%,x,Obama ,Clinton,Solid D,44.3,D Hold,82.2,12.8,81.5,16.5,77,19,0.7,5.2,4.5,Pure urban,,0,0,0,0,0,0,0,,,,,,
38,California,CA,5,21,Mike Thompson,D,,"205,860",0,"55,158",78.90%,0.00%,21.10%,78.90%,44.60%,N/A,"306,625",85.10%,x,Obama ,Clinton,Solid D,57.9,D Hold,69.2,24.3,69.7,27.5,70,26,0.5,0.8,0.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
36,Louisiana,LA,2,25,Cedric Richmond,D,,"190,182",0,"45,800",80.60%,0.00%,19.40%,80.60%,52.70%,N/A,"329,648",71.60%,x,Obama ,Clinton,Solid D,55.6,D Hold,74.6,22.2,75.8,22.8,73.4,25.4,1.2,1.2,2.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
35,Texas,TX,20,10,Joaquin Castro,D,,"139,038",0,"32,925",80.90%,0.00%,19.10%,80.90%,26.40%,N/A,"219,982",78.20%,x,Obama ,Clinton,Solid D,70.9,D Hold,61,34.3,58.9,39.7,58,41,2.1,3,0.9,Dense suburban,,0,1,0,0,0,0,0,,,,,,
34,California,CA,20,23,Jimmy Panetta,D,,"183,677",0,"42,044",81.40%,0.00%,18.60%,81.40%,46.80%,N/A,"258,177",87.40%,x,Obama ,Clinton,Solid D,58.4,D Hold,70.4,23.2,70.9,26.2,71,26,0.5,0.6,0.1,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
33,Michigan,MI,13,32,Rashida Tlaib,D,,"165,355",0,"30,944",84.20%,0.00%,15.80%,84.20%,60.60%,N/A,"265,457",73.90%,x,Obama ,Clinton,Solid D,52.2,D Hold,78.8,18.1,85.2,14.3,84.8,14.2,6.4,6,0.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
32,Texas,TX,28,9,Henry Cuellar,D,,"117,494",0,"21,732",84.40%,0.00%,15.60%,84.40%,19.70%,N/A,"190,247",73.20%,x,Obama ,Clinton,Solid D,75.4,D Hold,58.3,38.5,60.3,38.7,58,41,2,0.3,2.3,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
31,Arizona,AZ,7,23,Ruben Gallego,D,,"113,044",301,"18,706",85.60%,0.20%,14.20%,85.40%,48.30%,N/A,"167,183",79.00%,x,Obama ,Clinton,Solid D,62.4,D Hold,71.8,22.6,71.7,26.5,64.7,34.1,0.1,7.1,7,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
29,New York,NY,17,7,Nita Lowey,D,,"170,168",0,"23,150",88.00%,0.00%,12.00%,88.00%,20.00%,N/A,"321,208",60.20%,x,Obama ,Clinton,Solid D,81,D Hold,58.6,38.4,57.1,41.8,58,41,1.5,0.6,0.9,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
28,California,CA,13,40,Barbara Lee,D,,"260,580",0,"34,257",88.40%,0.00%,11.60%,88.40%,79.30%,N/A,"339,391",86.90%,x,Obama ,Clinton,Solid D,48.4,D Hold,87.4,6.8,87.5,9,87,10,0.1,0.4,0.5,Pure urban,,0,0,0,0,0,0,0,,,,,,
27,Texas,TX,9,29,Al Green,D,,"136,256",0,"16,745",89.10%,0.00%,10.90%,89.10%,61.20%,N/A,"191,513",79.90%,x,Obama ,Clinton,Solid D,60.1,D Hold,79.3,18,78,21.1,76,23,1.3,3.3,2,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
